hex,count_good_aircraft,count_bad_aircraft
8434115ffffffff,4,5
845e5adffffffff,1,0
845eed3ffffffff,30,0
845ee99ffffffff,31,0
845ee9dffffffff,21,20
844d945ffffffff,3,8
842c237ffffffff,20,0
842c231ffffffff,35,0
842c23dffffffff,37,3
842c207ffffffff,8,29
842c205ffffffff,1,0
8461a2dffffffff,4,0
8461a21ffffffff,23,4
8461a27ffffffff,25,7
8461849ffffffff,32,8
846184bffffffff,0,2
8442d23ffffffff,0,3
8442d35ffffffff,22,0
8460d35ffffffff,3,0
8460f2dffffffff,11,0
8460f65ffffffff,0,12
8460f6dffffffff,0,5
8442c47ffffffff,0,23
8442c09ffffffff,0,37
8442c01ffffffff,0,7
8442c0bffffffff,0,21
843db57ffffffff,0,3
843db53ffffffff,16,20
843da2dffffffff,15,21
843da67ffffffff,6,0
843da29ffffffff,37,0
843da05ffffffff,3,0
843d86bffffffff,0,22
843d861ffffffff,10,2
843d867ffffffff,24,51
843d82dffffffff,0,3
84618c3ffffffff,82,7
84618ddffffffff,32,0
8443acdffffffff,67,20
843d95bffffffff,0,1
8460a2dffffffff,54,0
8460a29ffffffff,17,0
8460a67ffffffff,3,0
8460a21ffffffff,35,0
841f403ffffffff,5,0
841f407ffffffff,11,22
841f405ffffffff,0,7
841f429ffffffff,0,36
841f551ffffffff,0,6
845e463ffffffff,54,18
845e429ffffffff,33,17
845e42bffffffff,8,9
842e1b9ffffffff,0,45
8430d97ffffffff,0,5
842e751ffffffff,0,3
842e70dffffffff,0,11
842e705ffffffff,0,7
842e701ffffffff,0,35
842e709ffffffff,0,32
842e70bffffffff,0,5
842e2b5ffffffff,70,15
842e617ffffffff,0,16
844b6adffffffff,9,13
844b453ffffffff,12,0
844b457ffffffff,29,3
842e765ffffffff,0,22
844b6b9ffffffff,35,0
844b695ffffffff,27,0
844b697ffffffff,11,0
848ca19ffffffff,1,0
848ca1dffffffff,2,1
840c613ffffffff,2,0
840c617ffffffff,4,10
844b1b1ffffffff,1,0
844b1bdffffffff,6,0
844b1b5ffffffff,22,0
844b1a3ffffffff,27,0
844b1a7ffffffff,34,0
844ba9bffffffff,20,4
848f5e5ffffffff,7,0
848f533ffffffff,44,2
848f531ffffffff,36,3
848f539ffffffff,24,0
848f5cbffffffff,18,0
848f5c3ffffffff,15,18
848f5d5ffffffff,4,37
848f58bffffffff,0,29
844d9e7ffffffff,0,32
8444927ffffffff,4,13
844d937ffffffff,11,0
844cee5ffffffff,2,0
844cee7ffffffff,33,12
844cd49ffffffff,3,0
844cf23ffffffff,13,0
844cf27ffffffff,11,0
844cf21ffffffff,35,4
844cf29ffffffff,4,15
844cf67ffffffff,0,28
842acadffffffff,19,0
842aca5ffffffff,6,20
842ad9bffffffff,23,18
842ad93ffffffff,21,0
842ad97ffffffff,11,0
842ae39ffffffff,9,0
842ae15ffffffff,13,0
842ae3bffffffff,12,22
842aeedffffffff,28,27
842aee1ffffffff,26,1
84660a7ffffffff,18,0
84660a1ffffffff,11,0
84c3427ffffffff,4,20
84c3425ffffffff,15,18
84c342dffffffff,2,6
84a9667ffffffff,4,2
84a962dffffffff,20,13
84a9753ffffffff,2,0
84a9625ffffffff,25,0
84a9719ffffffff,23,1
84a971bffffffff,0,4
84a9711ffffffff,0,22
84c3587ffffffff,4,0
84c3581ffffffff,32,7
8430e0bffffffff,79,9
8430c67ffffffff,82,1
8430c61ffffffff,21,26
8430c63ffffffff,17,33
8430ce9ffffffff,0,1
8430cebffffffff,24,12
8430c8dffffffff,26,0
8430c89ffffffff,20,0
8430c81ffffffff,6,0
8430c8bffffffff,29,0
8430c9dffffffff,3,0
84da817ffffffff,25,12
84da815ffffffff,45,0
848cac5ffffffff,5,3
848cacdffffffff,10,28
848c127ffffffff,31,6
848c121ffffffff,33,0
842d84bffffffff,0,26
842d855ffffffff,0,1
842d809ffffffff,37,1
842d801ffffffff,1,0
842d065ffffffff,12,0
842d159ffffffff,0,7
842d15bffffffff,0,14
84536d7ffffffff,5,18
845368bffffffff,41,47
845369bffffffff,61,0
8453699ffffffff,42,24
845369dffffffff,25,30
8460817ffffffff,11,5
84608e9ffffffff,33,0
84608e1ffffffff,15,0
84608ebffffffff,9,0
84608e3ffffffff,33,0
8460885ffffffff,15,0
8413845ffffffff,27,0
8413b13ffffffff,29,0
8413b11ffffffff,5,12
8430c6bffffffff,19,0
8430c2dffffffff,55,14
8430d53ffffffff,18,26
8430c15ffffffff,22,0
8430c11ffffffff,26,11
8430c19ffffffff,37,0
8430c57ffffffff,6,0
8430c53ffffffff,22,0
8430c51ffffffff,11,0
8430c31ffffffff,73,2
8430c3dffffffff,9,0
8430c35ffffffff,30,18
8430c23ffffffff,0,20
8430c27ffffffff,11,1
84bed33ffffffff,10,25
84bed37ffffffff,39,0
849d2ddffffffff,33,0
849d2c3ffffffff,14,0
8430d19ffffffff,0,18
848c9bbffffffff,9,0
848c9bdffffffff,35,3
848c9a3ffffffff,15,2
8420e63ffffffff,6,8
8420e0dffffffff,0,15
8420e05ffffffff,0,2
84279cbffffffff,26,1
842a317ffffffff,132,6
8441613ffffffff,11,0
844161bffffffff,29,1
84416cdffffffff,1,0
8465927ffffffff,9,32
8465923ffffffff,0,5
8453755ffffffff,55,14
8453709ffffffff,90,6
8453747ffffffff,46,12
845376bffffffff,11,0
8453745ffffffff,12,1
8453769ffffffff,0,7
842b349ffffffff,17,2
841b92dffffffff,13,11
841b929ffffffff,18,15
841b905ffffffff,12,12
8466d25ffffffff,2,0
8466d2dffffffff,7,6
8466d67ffffffff,9,21
8466d61ffffffff,0,10
841ee89ffffffff,0,4
841eec7ffffffff,0,36
841eec1ffffffff,0,14
841eec5ffffffff,6,11
841eecdffffffff,35,0
841ee1bffffffff,15,0
84b2c5dffffffff,4,2
84b2e37ffffffff,10,24
84b2c4bffffffff,0,2
84b2c55ffffffff,58,10
84b2c43ffffffff,45,0
84342dbffffffff,26,5
84342d3ffffffff,42,0
8434299ffffffff,8,0
84a9017ffffffff,27,1
84a9013ffffffff,40,0
84b2513ffffffff,1,0
84b251bffffffff,21,22
84b2427ffffffff,2,6
842a8d9ffffffff,141,24
84674cdffffffff,36,2
84676a7ffffffff,32,3
84676a3ffffffff,24,12
847c64dffffffff,0,12
847d5b7ffffffff,0,12
847c0ebffffffff,0,11
842db49ffffffff,33,0
843f497ffffffff,26,0
843f49bffffffff,14,11
842db4dffffffff,0,30
843e65bffffffff,0,35
842b301ffffffff,12,0
842b309ffffffff,28,6
842b343ffffffff,31,0
842b341ffffffff,3,0
842b34bffffffff,24,0
848e75bffffffff,7,0
848e751ffffffff,6,0
848e759ffffffff,27,11
848e75dffffffff,8,1
848f5b7ffffffff,23,16
848f5b5ffffffff,22,0
84b24e1ffffffff,2,0
84b24e5ffffffff,21,8
84b2433ffffffff,30,14
84b2431ffffffff,2,0
848e4d1ffffffff,7,12
848e4ddffffffff,19,0
848e4cbffffffff,42,0
848e4c9ffffffff,14,0
8429a49ffffffff,15,0
843f6c7ffffffff,32,0
843f6c5ffffffff,3,0
843f6c1ffffffff,36,0
843f6cdffffffff,3,0
843f6c9ffffffff,35,0
842d365ffffffff,9,3
842852bffffffff,8,0
842853dffffffff,11,0
8428507ffffffff,36,12
842851dffffffff,0,6
849c28dffffffff,7,15
849c2e3ffffffff,12,40
849c2e1ffffffff,24,23
84b9139ffffffff,15,0
84b9131ffffffff,0,46
841e5e5ffffffff,2,0
841eed9ffffffff,37,0
841eed1ffffffff,26,11
841eed3ffffffff,11,0
841ee99ffffffff,8,0
8448955ffffffff,104,10
8448957ffffffff,30,0
842a897ffffffff,100,12
843e623ffffffff,8,32
843e719ffffffff,0,13
843e705ffffffff,0,3
843e69dffffffff,0,13
843e63bffffffff,4,14
84532c3ffffffff,0,13
84532d1ffffffff,7,0
8453621ffffffff,14,0
8453623ffffffff,47,0
845363dffffffff,32,0
8453631ffffffff,56,6
8453633ffffffff,54,32
84536b1ffffffff,71,2
84536bdffffffff,65,1
844cc43ffffffff,75,30
84262ebffffffff,115,6
84b9b0bffffffff,0,45
84b9b1dffffffff,0,7
84b9b11ffffffff,0,10
840c1b5ffffffff,160,59
8428d17ffffffff,0,90
840c1bdffffffff,118,32
840c1a3ffffffff,17,58
8426c89ffffffff,149,13
842a8b5ffffffff,35,0
842a8b1ffffffff,26,26
8426763ffffffff,46,2
842676bffffffff,29,0
8426747ffffffff,88,18
842665dffffffff,36,67
84464e1ffffffff,249,155
84464e3ffffffff,206,31
845d169ffffffff,23,0
842830bffffffff,30,18
8428303ffffffff,30,1
8428d5dffffffff,105,184
8429941ffffffff,23,0
8429947ffffffff,86,12
8426c85ffffffff,182,12
8426e07ffffffff,57,1
8426e39ffffffff,8,0
8428f4bffffffff,78,6
8428f43ffffffff,14,0
8448c81ffffffff,4,4
84264edffffffff,72,12
842696bffffffff,51,7
842690dffffffff,19,0
8426cd5ffffffff,0,5
8426c8bffffffff,16,100
842a8c1ffffffff,80,31
8444ccdffffffff,99,33
842ab27ffffffff,4,88
8429a51ffffffff,17,48
8429a55ffffffff,10,46
840c551ffffffff,29,0
840c55bffffffff,0,85
840c54bffffffff,62,9
8426c19ffffffff,9,5
8426c1dffffffff,14,40
8429a11ffffffff,87,8
842669dffffffff,0,50
842668bffffffff,27,0
842830dffffffff,206,243
84260a9ffffffff,0,28
84260adffffffff,0,33
8429a09ffffffff,74,0
8429a0dffffffff,43,4
8426669ffffffff,36,85
842a8cdffffffff,69,0
842a8c9ffffffff,22,0
8428f03ffffffff,30,12
84446ddffffffff,14,28
84446c3ffffffff,118,38
8444aebffffffff,140,22
84488a7ffffffff,152,17
8444689ffffffff,102,48
8426281ffffffff,165,208
8426717ffffffff,53,4
84260bdffffffff,12,12
84274b1ffffffff,74,12
8429a57ffffffff,305,128
8426239ffffffff,0,5
84262c9ffffffff,30,31
8466315ffffffff,22,0
8466303ffffffff,41,0
8466301ffffffff,22,12
84274d3ffffffff,12,0
84274dbffffffff,3,15
8428329ffffffff,118,3
8444c0dffffffff,56,19
8426533ffffffff,81,5
8426531ffffffff,13,5
840c733ffffffff,0,24
840c559ffffffff,31,66
840c509ffffffff,32,37
840c555ffffffff,167,47
840cec3ffffffff,0,64
84260b3ffffffff,116,5
842759dffffffff,21,12
842ad35ffffffff,13,0
8444d35ffffffff,62,25
8448937ffffffff,25,38
84464b9ffffffff,72,137
8426e8dffffffff,96,12
840cad3ffffffff,9,0
840c1a5ffffffff,13,64
84275d1ffffffff,53,68
842836bffffffff,197,207
8428361ffffffff,20,0
8428d55ffffffff,19,26
8428d0bffffffff,129,62
8429849ffffffff,50,0
842984dffffffff,69,83
84139e3ffffffff,9,0
84139e1ffffffff,126,25
842661bffffffff,86,22
8428301ffffffff,13,38
8426519ffffffff,21,0
842651dffffffff,34,12
8426287ffffffff,97,51
8426c87ffffffff,63,47
84299cbffffffff,61,5
84299c3ffffffff,55,0
84275c5ffffffff,285,21
8426e51ffffffff,0,9
8448cd3ffffffff,39,0
8448c99ffffffff,61,12
84262e5ffffffff,12,0
8426233ffffffff,32,5
842666dffffffff,119,15
8444ee1ffffffff,14,14
8444ee7ffffffff,51,0
842b8cbffffffff,116,5
8426661ffffffff,164,171
842608dffffffff,70,19
84464e7ffffffff,16,0
840d5a9ffffffff,81,3
84274cbffffffff,89,17
84275cbffffffff,29,4
8426537ffffffff,64,63
84139edffffffff,0,26
8444a8dffffffff,162,21
8429137ffffffff,96,18
84288d1ffffffff,77,0
84288d5ffffffff,20,17
84122a9ffffffff,22,0
845d105ffffffff,26,14
8428b51ffffffff,27,12
840cf49ffffffff,23,16
840c531ffffffff,35,7
840c539ffffffff,73,6
8426cbbffffffff,2,0
8426cb1ffffffff,82,16
8427587ffffffff,76,0
84275bdffffffff,124,12
84260abffffffff,107,14
8429a0bffffffff,131,75
8426cb9ffffffff,5,7
8428309ffffffff,34,86
8426413ffffffff,0,16
8429aebffffffff,32,14
8426441ffffffff,13,106
842aacdffffffff,110,11
8426457ffffffff,62,7
8426ca9ffffffff,166,14
8444ac5ffffffff,13,40
840c73bffffffff,0,11
840c739ffffffff,0,17
8444ae3ffffffff,57,0
84275a5ffffffff,35,12
8448ebbffffffff,151,72
842664dffffffff,59,54
8427591ffffffff,110,107
842628dffffffff,61,24
8426289ffffffff,36,0
84288e7ffffffff,78,5
840cee9ffffffff,104,5
840c543ffffffff,215,37
84275cdffffffff,30,0
84275b9ffffffff,23,0
84260b7ffffffff,97,15
84489ebffffffff,118,2
8444a81ffffffff,10,0
842755bffffffff,48,4
8427553ffffffff,7,0
8426ed7ffffffff,16,0
8426e99ffffffff,74,31
8428d43ffffffff,16,23
8428d4bffffffff,102,77
842ab3bffffffff,12,0
842ab39ffffffff,55,12
8444d51ffffffff,29,0
8444d5dffffffff,23,12
8428d69ffffffff,0,2
8426645ffffffff,5,12
842a14bffffffff,29,0
842a15dffffffff,81,11
8426627ffffffff,0,20
842644dffffffff,0,36
840c55dffffffff,77,48
842a8a9ffffffff,0,9
842a885ffffffff,0,24
8426ee3ffffffff,119,22
8426283ffffffff,99,13
845d145ffffffff,0,19
8448e95ffffffff,98,3
842aeadffffffff,14,0
842aee7ffffffff,20,0
842ae17ffffffff,14,0
842672dffffffff,5,12
84262adffffffff,57,0
84262a1ffffffff,60,4
8426cabffffffff,128,192
8444ea7ffffffff,34,0
8426461ffffffff,52,57
8426463ffffffff,12,1
8426057ffffffff,118,3
8444a19ffffffff,49,12
8444125ffffffff,59,1
8445595ffffffff,0,2
8445591ffffffff,0,18
8445593ffffffff,18,38
8444dd1ffffffff,54,12
8428d11ffffffff,42,11
840c731ffffffff,93,9
842660bffffffff,42,14
8426657ffffffff,28,0
840c735ffffffff,30,0
840c737ffffffff,39,20
8428307ffffffff,110,3
8428305ffffffff,8,9
8429a45ffffffff,108,35
8428345ffffffff,50,41
8427597ffffffff,48,89
8426187ffffffff,16,21
8426181ffffffff,15,0
8426183ffffffff,15,0
8412d87ffffffff,27,13
842a301ffffffff,11,0
842a30dffffffff,57,12
842a9a7ffffffff,0,18
8426ca3ffffffff,68,20
8428363ffffffff,11,12
84274bdffffffff,82,19
8444e5bffffffff,0,19
8428a95ffffffff,45,0
8428a91ffffffff,52,13
8444dd5ffffffff,122,30
8444dc3ffffffff,10,19
8429a17ffffffff,21,5
84260b5ffffffff,113,8
8426e95ffffffff,17,4
8426eb9ffffffff,24,60
8426e83ffffffff,0,7
842a997ffffffff,8,12
844440dffffffff,48,0
844446bffffffff,51,12
842a9b3ffffffff,35,3
842a9bbffffffff,47,0
8426409ffffffff,14,0
8446487ffffffff,37,112
8444a95ffffffff,81,41
8428f5dffffffff,19,4
8444a11ffffffff,59,25
8429b25ffffffff,53,12
8427583ffffffff,117,4
84260bbffffffff,51,2
84260b9ffffffff,49,0
842628bffffffff,118,3
84262edffffffff,23,8
842623bffffffff,65,0
8444abbffffffff,15,0
84281ebffffffff,14,14
8428f29ffffffff,0,9
8428f63ffffffff,0,11
8428f05ffffffff,5,34
8466895ffffffff,0,9
84668bbffffffff,0,29
8466d6dffffffff,9,20
8444f61ffffffff,105,14
8426dc1ffffffff,24,13
8428315ffffffff,31,0
842674dffffffff,0,8
842986bffffffff,59,48
840c73dffffffff,149,14
8444525ffffffff,0,12
8444e53ffffffff,0,15
842649bffffffff,100,2
8426567ffffffff,61,12
8444c45ffffffff,3,0
8444f13ffffffff,33,12
8444a13ffffffff,87,32
8426e53ffffffff,106,2
8444a1bffffffff,11,0
8444dddffffffff,0,14
84269c9ffffffff,3,2
842b8d7ffffffff,27,12
8429ab5ffffffff,9,0
84298c9ffffffff,52,0
8429aa7ffffffff,0,3
842641bffffffff,62,0
84264cdffffffff,23,0
84266a7ffffffff,34,2
842629bffffffff,22,4
8426293ffffffff,75,10
842aa4bffffffff,22,16
8426591ffffffff,0,83
84266a1ffffffff,51,0
84266adffffffff,12,12
8429a15ffffffff,77,0
84260e3ffffffff,94,12
84139e9ffffffff,28,0
8444e57ffffffff,12,42
8444e55ffffffff,2,16
84291a5ffffffff,4,12
8444133ffffffff,3,0
84441e5ffffffff,68,13
8426715ffffffff,0,74
8429a27ffffffff,0,7
8444c63ffffffff,0,7
84be631ffffffff,98,12
842b1a9ffffffff,15,1
843e691ffffffff,0,2
843e695ffffffff,19,24
843e683ffffffff,44,33
843e687ffffffff,9,4
843e685ffffffff,10,19
8464b69ffffffff,24,27
8410dd9ffffffff,3,0
8410ce5ffffffff,11,0
8410c33ffffffff,8,16
8410c39ffffffff,7,12
840bb67ffffffff,51,4
849c233ffffffff,43,31
849c23bffffffff,46,1
8430c17ffffffff,17,0
8430c13ffffffff,17,12
842a5ddffffffff,30,4
842a5d5ffffffff,30,2
842a58bffffffff,30,0
842a581ffffffff,20,0
842a583ffffffff,5,0
8442137ffffffff,2,0
8442ad9ffffffff,40,1
8442adbffffffff,38,0
8442ad3ffffffff,24,3
84421a5ffffffff,13,0
842d943ffffffff,36,6
842d909ffffffff,31,6
8442127ffffffff,3,0
8442ac9ffffffff,17,2
84be715ffffffff,0,101
84424d1ffffffff,29,17
84424ddffffffff,46,0
84424c3ffffffff,44,4
8460025ffffffff,5,14
846011bffffffff,1,3
8428cb7ffffffff,9,1
84129b5ffffffff,34,0
84129b7ffffffff,21,0
8468645ffffffff,22,0
8468647ffffffff,27,0
846860dffffffff,23,17
84696edffffffff,33,0
846963bffffffff,8,14
8469615ffffffff,0,27
84694edffffffff,192,6
8469417ffffffff,101,3
84685e3ffffffff,31,31
848c167ffffffff,21,0
848c129ffffffff,48,2
848c89bffffffff,0,43
848c893ffffffff,0,12
848cd45ffffffff,10,13
848cd6bffffffff,15,0
842a133ffffffff,21,0
842a137ffffffff,7,0
842a131ffffffff,89,3
840b859ffffffff,0,6
840b85bffffffff,0,23
840b851ffffffff,20,8
841f81bffffffff,45,0
841faa7ffffffff,58,18
842a8dbffffffff,32,0
8442193ffffffff,0,34
844219bffffffff,0,34
8442199ffffffff,24,15
84421d7ffffffff,11,3
8411a6bffffffff,0,12
8411a29ffffffff,0,25
841f443ffffffff,0,15
841f40dffffffff,0,29
841f463ffffffff,0,36
841f467ffffffff,0,4
841f735ffffffff,12,11
8411857ffffffff,0,9
842c2a9ffffffff,13,0
8410815ffffffff,0,9
843e6ddffffffff,5,13
842db25ffffffff,31,0
842db27ffffffff,0,21
842db63ffffffff,0,12
842da21ffffffff,73,8
843e44bffffffff,4,0
843e45dffffffff,45,0
843e455ffffffff,20,0
843e451ffffffff,19,3
843e457ffffffff,0,12
848cf25ffffffff,0,6
84c9927ffffffff,0,18
84a8c25ffffffff,16,6
84a810bffffffff,0,7
84a8157ffffffff,0,47
84b84e9ffffffff,5,12
84b84c5ffffffff,20,4
842ca57ffffffff,3,18
842c167ffffffff,28,0
842c163ffffffff,5,0
842c215ffffffff,0,26
842c2edffffffff,13,23
849d543ffffffff,33,0
849d541ffffffff,38,2
849d545ffffffff,0,25
849c051ffffffff,0,18
849c05dffffffff,21,12
849c237ffffffff,63,7
842c809ffffffff,9,4
842c80dffffffff,28,14
842c805ffffffff,37,5
8442f05ffffffff,0,2
8442f63ffffffff,0,36
8442f45ffffffff,0,12
8442a93ffffffff,12,1
844218dffffffff,20,0
8442181ffffffff,40,11
8442187ffffffff,9,2
8442183ffffffff,16,1
84421b9ffffffff,30,6
84421bbffffffff,0,1
842c165ffffffff,34,37
842c161ffffffff,26,61
8453757ffffffff,66,0
8453617ffffffff,39,2
8453615ffffffff,23,12
8453603ffffffff,6,4
841eeb1ffffffff,5,0
841eeb7ffffffff,11,0
841eeb3ffffffff,25,6
842d24dffffffff,35,1
8461181ffffffff,0,4
8461183ffffffff,2,0
8465845ffffffff,0,34
8465b13ffffffff,12,19
8465b1bffffffff,0,30
8465b19ffffffff,83,45
842c863ffffffff,11,0
842c86bffffffff,12,4
8453655ffffffff,15,0
845360bffffffff,54,0
8453657ffffffff,4,0
845361dffffffff,60,1
8453611ffffffff,31,1
8453613ffffffff,4,0
84536b9ffffffff,21,0
84536bbffffffff,44,7
8443a49ffffffff,0,6
842d261ffffffff,0,13
842ca2bffffffff,28,0
842ca05ffffffff,55,0
842ca01ffffffff,78,0
842ca0bffffffff,53,57
842ca55ffffffff,0,26
842ca51ffffffff,57,13
842ca5bffffffff,47,47
842c16bffffffff,0,12
842b8e3ffffffff,91,18
842b8e7ffffffff,4,1
84489abffffffff,35,16
84489bdffffffff,58,12
84be88bffffffff,0,77
84182e1ffffffff,78,21
84182e7ffffffff,22,0
84b916dffffffff,17,9
84b9161ffffffff,28,0
84be8d9ffffffff,0,57
844468bffffffff,65,12
8453625ffffffff,10,0
8453753ffffffff,18,2
845534bffffffff,35,0
8455341ffffffff,7,0
8455343ffffffff,28,0
8455347ffffffff,20,24
845530dffffffff,7,0
842aa87ffffffff,0,9
842af0dffffffff,94,2
841f8e1ffffffff,0,10
842a333ffffffff,37,108
842a331ffffffff,23,0
84536e1ffffffff,0,31
842da29ffffffff,5,16
842da43ffffffff,0,19
842da47ffffffff,1,21
842da6bffffffff,0,39
842a91dffffffff,3,0
842a90bffffffff,37,0
842a957ffffffff,113,6
846753dffffffff,6,0
8467507ffffffff,17,19
8467501ffffffff,7,30
849d5cbffffffff,26,12
849d5ddffffffff,56,5
8439435ffffffff,15,0
8439423ffffffff,29,0
84395c9ffffffff,55,19
8434669ffffffff,56,1
8434645ffffffff,0,6
843466bffffffff,48,5
8434647ffffffff,5,0
84c2e31ffffffff,23,26
840bb63ffffffff,35,0
840bb29ffffffff,9,24
840bb2dffffffff,0,12
8421491ffffffff,28,0
8421497ffffffff,27,5
840bb4bffffffff,33,10
840bb43ffffffff,18,0
8425401ffffffff,0,8
842540dffffffff,15,14
842c605ffffffff,23,13
8425713ffffffff,50,28
842571bffffffff,2,2
842da2dffffffff,7,0
842da67ffffffff,21,21
842da63ffffffff,31,17
842da0dffffffff,14,10
84bf4b3ffffffff,29,1
84bf4bbffffffff,24,0
84bf4b1ffffffff,27,0
84b981dffffffff,0,7
84b9857ffffffff,18,26
84b9851ffffffff,19,0
84b985dffffffff,30,0
842c017ffffffff,19,2
8442601ffffffff,0,11
842c015ffffffff,2,0
8494a55ffffffff,1,3
848d953ffffffff,21,0
848d957ffffffff,24,14
848d91dffffffff,0,12
84ceaa7ffffffff,2,0
84ce8cdffffffff,1,2
84ce8c5ffffffff,12,0
84ce8ebffffffff,0,14
8429937ffffffff,6,0
8429933ffffffff,34,0
8429931ffffffff,19,0
842993bffffffff,37,8
8429939ffffffff,0,12
846619bffffffff,2,0
8466193ffffffff,14,24
8466e69ffffffff,6,25
8466e63ffffffff,16,0
844b097ffffffff,10,14
844b0bbffffffff,14,14
844b0b3ffffffff,14,12
844b0b7ffffffff,36,0
844a24bffffffff,7,0
844b6a9ffffffff,0,3
844b40bffffffff,16,0
8444eddffffffff,37,0
8444537ffffffff,14,0
8444ed9ffffffff,48,22
842d1c7ffffffff,0,12
843e409ffffffff,0,5
8441035ffffffff,102,0
84411c9ffffffff,27,0
843e41dffffffff,6,12
843e413ffffffff,0,11
8453495ffffffff,0,3
8453493ffffffff,4,0
8443b51ffffffff,4,13
84439cbffffffff,0,7
8443835ffffffff,1,2
8443823ffffffff,19,0
844382bffffffff,2,0
84218b3ffffffff,0,2
8420a59ffffffff,0,12
84be08dffffffff,1,19
8426ea9ffffffff,27,0
8429563ffffffff,0,12
842956bffffffff,16,0
8444255ffffffff,2,0
844420bffffffff,35,0
844421dffffffff,30,0
8444219ffffffff,27,7
844421bffffffff,5,15
84485b7ffffffff,23,0
84485b1ffffffff,54,16
842c0bbffffffff,6,1
8439823ffffffff,5,0
84399c9ffffffff,31,0
84399cdffffffff,18,19
8439913ffffffff,38,0
8439917ffffffff,6,0
84a833dffffffff,20,0
84a8323ffffffff,14,3
84a8335ffffffff,8,0
84a8149ffffffff,34,0
84a8141ffffffff,41,0
84a8147ffffffff,1,0
84a8d19ffffffff,30,0
84a8d1bffffffff,42,14
84a8dcdffffffff,4,15
84344abffffffff,3,0
84344bdffffffff,15,4
84344a3ffffffff,13,7
84344b5ffffffff,21,10
8455a49ffffffff,0,5
8455a4bffffffff,0,33
8480a0bffffffff,16,0
8480a03ffffffff,42,0
8480a39ffffffff,20,25
8434247ffffffff,28,0
843426bffffffff,15,0
8434263ffffffff,0,55
8434267ffffffff,0,2
842b707ffffffff,4,0
842b73dffffffff,38,0
842b723ffffffff,30,3
842b549ffffffff,46,0
8455a09ffffffff,11,5
8455a0dffffffff,8,0
8455a01ffffffff,17,0
842d4dbffffffff,0,4
842d4d3ffffffff,0,7
842c1e3ffffffff,0,1
842c1a3ffffffff,1,1
842c845ffffffff,26,4
843f661ffffffff,0,12
848c9d3ffffffff,6,0
848c9dbffffffff,18,23
848c9d9ffffffff,12,10
848c833ffffffff,39,8
848c83bffffffff,4,1
8465025ffffffff,12,0
84651c5ffffffff,13,28
84651ebffffffff,7,0
842c233ffffffff,4,8
842d1b5ffffffff,0,18
842d317ffffffff,0,9
842d06dffffffff,0,14
843e63dffffffff,18,0
843e62bffffffff,40,0
843e605ffffffff,29,10
843e60dffffffff,24,0
842d355ffffffff,29,28
842d23dffffffff,30,0
842d231ffffffff,35,0
842d233ffffffff,32,0
842d059ffffffff,5,14
8461a29ffffffff,18,12
8461a2bffffffff,16,1
8461a23ffffffff,1,0
842d30bffffffff,12,28
842d303ffffffff,25,4
842c203ffffffff,0,11
842c239ffffffff,2,50
842c23bffffffff,78,0
842c011ffffffff,8,1
842c0b5ffffffff,16,0
842ce5dffffffff,26,0
842ce57ffffffff,8,0
842c867ffffffff,0,10
842c84dffffffff,29,0
842c843ffffffff,23,0
842c847ffffffff,13,12
842c829ffffffff,3,0
842d067ffffffff,0,6
842d02dffffffff,0,24
842d025ffffffff,0,29
841ec93ffffffff,47,0
841ec91ffffffff,68,6
842d029ffffffff,0,8
842c565ffffffff,58,2
842d35dffffffff,32,0
841e2ddffffffff,17,0
842ca3dffffffff,21,0
842ca07ffffffff,39,0
842c2d9ffffffff,0,22
842c2dbffffffff,0,18
8411369ffffffff,0,24
8428b0bffffffff,26,1
8428b09ffffffff,16,0
84659e1ffffffff,28,4
84659edffffffff,0,5
84a8e6bffffffff,1,0
84a8e47ffffffff,36,0
84a8e09ffffffff,38,4
84a8e0bffffffff,0,41
84a8e1dffffffff,0,1
844b037ffffffff,21,0
844b1d9ffffffff,22,16
844a265ffffffff,7,0
844b1cbffffffff,40,0
8430eb3ffffffff,0,1
842e49bffffffff,0,20
8430cdbffffffff,0,20
842e4d9ffffffff,15,0
8430183ffffffff,0,5
8430c3bffffffff,3,0
8430c39ffffffff,20,0
8419727ffffffff,0,121
841f18bffffffff,0,141
842c337ffffffff,16,37
842c15dffffffff,0,69
842c155ffffffff,0,35
842c10bffffffff,0,27
842c101ffffffff,0,6
84532d7ffffffff,8,12
8453299ffffffff,30,0
8443191ffffffff,10,0
8442243ffffffff,0,5
842d04dffffffff,92,47
842d045ffffffff,9,64
842d047ffffffff,0,35
842d06bffffffff,0,20
842d00dffffffff,0,43
842d005ffffffff,0,11
842d229ffffffff,10,0
842d22bffffffff,4,0
842d221ffffffff,61,0
842d227ffffffff,85,0
842d26bffffffff,0,34
841ecc7ffffffff,0,3
8418343ffffffff,6,2
841835dffffffff,23,3
8418351ffffffff,16,0
8418359ffffffff,7,0
841835bffffffff,8,0
842d041ffffffff,0,1
842c96dffffffff,23,0
842c965ffffffff,37,0
8453749ffffffff,11,0
842c309ffffffff,0,11
842c301ffffffff,0,34
842c303ffffffff,0,3
842c307ffffffff,0,26
842c339ffffffff,0,19
842c33dffffffff,32,10
842c331ffffffff,10,18
842c105ffffffff,0,14
842c12bffffffff,0,43
842ca1bffffffff,7,0
8453609ffffffff,7,0
