hex,count_good_aircraft,count_bad_aircraft
8444ea5ffffffff,287,0
8444ccdffffffff,425,55
8444cc5ffffffff,130,0
8444cebffffffff,98,0
84299bbffffffff,11,0
8429997ffffffff,23,0
8428a69ffffffff,62,0
8429993ffffffff,133,0
8428a4dffffffff,26,0
8444c8dffffffff,126,0
84678edffffffff,24,0
841b823ffffffff,33,0
841b83dffffffff,69,0
8426e85ffffffff,404,0
8426ee3ffffffff,401,22
842758dffffffff,61,0
84275c7ffffffff,137,0
8427589ffffffff,197,0
84275d5ffffffff,281,0
84275d1ffffffff,294,68
8429ad1ffffffff,158,0
8429ad3ffffffff,165,0
84291a5ffffffff,100,12
84291a7ffffffff,140,0
8426089ffffffff,72,0
84260c3ffffffff,73,0
84260d5ffffffff,122,0
84260ddffffffff,63,0
84260d1ffffffff,236,0
84260d9ffffffff,500,0
84260dbffffffff,147,0
840c8e9ffffffff,20,0
840c817ffffffff,16,0
8426493ffffffff,270,0
842649bffffffff,215,109
8426491ffffffff,32,0
8426499ffffffff,80,0
842649dffffffff,37,0
842648bffffffff,88,0
8444c0dffffffff,238,19
842621dffffffff,103,0
8426215ffffffff,216,0
8426203ffffffff,11,0
8427545ffffffff,24,0
8426921ffffffff,310,0
8426923ffffffff,44,0
8429937ffffffff,79,0
8429933ffffffff,164,0
8429931ffffffff,155,0
8428897ffffffff,116,0
84288bbffffffff,85,0
84288b9ffffffff,49,0
8444e21ffffffff,75,0
8444e27ffffffff,95,0
8444e23ffffffff,115,0
8444c49ffffffff,179,0
8444e35ffffffff,44,0
84264b7ffffffff,135,0
842ab07ffffffff,78,0
8412527ffffffff,48,0
8412ec9ffffffff,68,0
8412535ffffffff,31,0
8412ed9ffffffff,25,0
840c453ffffffff,39,0
840c457ffffffff,58,0
840c455ffffffff,15,0
840c40bffffffff,45,0
840c409ffffffff,28,0
840c40dffffffff,30,0
8426031ffffffff,101,0
8426033ffffffff,31,0
84260edffffffff,36,0
84260e1ffffffff,28,0
842ab0dffffffff,262,0
842a11dffffffff,278,0
8448091ffffffff,20,0
8448097ffffffff,31,0
8448093ffffffff,33,0
8448569ffffffff,24,0
8448545ffffffff,67,0
8448547ffffffff,45,0
8444d01ffffffff,27,0
8444d15ffffffff,29,0
8444d11ffffffff,74,0
844ce07ffffffff,21,0
844ce33ffffffff,54,0
844ce37ffffffff,64,0
8429b47ffffffff,71,0
8429b55ffffffff,103,0
8444429ffffffff,244,0
8444c69ffffffff,44,0
8444c6dffffffff,54,0
8444f17ffffffff,100,0
8448e85ffffffff,100,0
84262c9ffffffff,396,31
8426619ffffffff,134,0
8426657ffffffff,162,0
8426655ffffffff,101,0
844cf33ffffffff,37,0
844cf3bffffffff,31,0
844cf15ffffffff,28,0
8444535ffffffff,91,0
8444539ffffffff,54,0
8444503ffffffff,28,0
8444997ffffffff,50,0
842ad87ffffffff,29,0
8444c05ffffffff,130,0
8444c2bffffffff,178,0
8444eadffffffff,166,0
8444ce7ffffffff,193,0
8444f53ffffffff,189,0
84269dbffffffff,115,0
84268e5ffffffff,134,0
84268e1ffffffff,115,0
84268e9ffffffff,106,0
844409bffffffff,31,0
844454dffffffff,25,0
8444549ffffffff,85,0
8444735ffffffff,117,0
8426c35ffffffff,44,0
842a36dffffffff,11,0
842ba97ffffffff,55,0
842693dffffffff,44,0
8426931ffffffff,19,0
8427535ffffffff,186,0
842babdffffffff,32,0
842ba87ffffffff,31,0
842ba81ffffffff,43,0
842ba8bffffffff,86,0
842a863ffffffff,225,0
842a867ffffffff,161,0
842a95bffffffff,285,0
842a951ffffffff,335,0
842653dffffffff,77,0
8426523ffffffff,177,0
84262e1ffffffff,361,0
84262edffffffff,153,8
84262e5ffffffff,77,0
8426233ffffffff,209,5
8426059ffffffff,95,0
8426237ffffffff,63,0
842605dffffffff,31,0
84446bdffffffff,98,0
84446b9ffffffff,177,0
84446bbffffffff,99,0
8444695ffffffff,70,0
8426b3bffffffff,68,0
8426b17ffffffff,175,0
8426b11ffffffff,97,0
8426b1bffffffff,209,0
8426a25ffffffff,70,0
842a935ffffffff,90,0
8444cdbffffffff,10,0
8444cd9ffffffff,40,0
8444eb3ffffffff,148,0
8428b5dffffffff,25,0
8428b55ffffffff,51,0
8428b43ffffffff,21,0
8428b09ffffffff,232,0
8428b47ffffffff,1,0
8428b0dffffffff,78,0
842a021ffffffff,14,0
842a029ffffffff,48,0
842a063ffffffff,31,0
842a00dffffffff,31,0
842a047ffffffff,11,0
8448dabffffffff,4,0
8448da3ffffffff,45,0
8448da1ffffffff,34,0
8448da5ffffffff,82,0
84262c3ffffffff,92,0
8429a6bffffffff,180,0
8426b13ffffffff,47,0
8426a27ffffffff,128,0
8426a21ffffffff,142,0
8426a2bffffffff,62,0
8427559ffffffff,20,0
8427465ffffffff,52,0
8427461ffffffff,66,0
842746bffffffff,73,0
8427445ffffffff,8,0
8444f4dffffffff,523,0
8444f41ffffffff,966,101
8444f45ffffffff,91,17
8426a29ffffffff,154,0
8426a05ffffffff,55,0
8426b37ffffffff,111,0
8426b33ffffffff,60,0
8426a0dffffffff,116,0
8426a63ffffffff,107,0
8426447ffffffff,171,0
84a8f61ffffffff,14,0
84a8a97ffffffff,22,0
84a8abbffffffff,3,0
842ba83ffffffff,19,0
842baddffffffff,53,0
8426947ffffffff,150,0
8426941ffffffff,148,0
842694bffffffff,76,0
842a157ffffffff,83,0
842aaebffffffff,195,0
842aae3ffffffff,208,0
842aae7ffffffff,296,0
8426943ffffffff,9,0
8428315ffffffff,156,0
842b0a3ffffffff,35,0
842b0abffffffff,35,0
842b085ffffffff,35,0
842b08dffffffff,16,0
8444ce5ffffffff,127,0
8444ce1ffffffff,111,0
842ab55ffffffff,145,0
842ab57ffffffff,65,0
842ab51ffffffff,100,0
842ab5bffffffff,239,0
842aa67ffffffff,225,0
842aa63ffffffff,74,0
8444c41ffffffff,244,0
8426295ffffffff,307,0
842629dffffffff,199,0
8426283ffffffff,325,13
8426281ffffffff,358,305
8418089ffffffff,20,0
84180d5ffffffff,35,0
84180d1ffffffff,35,0
84180dbffffffff,31,0
842b0e7ffffffff,7,0
842b013ffffffff,191,0
842b01bffffffff,41,0
8428a17ffffffff,5,0
8428a15ffffffff,38,0
8428a03ffffffff,38,0
8428a01ffffffff,38,0
8428a0dffffffff,2,0
8429a81ffffffff,470,0
8429a83ffffffff,207,0
8426231ffffffff,32,0
842623dffffffff,6,0
8426235ffffffff,40,0
8426049ffffffff,43,0
842604dffffffff,28,0
842ab3bffffffff,297,0
842a861ffffffff,143,0
8426419ffffffff,72,0
8426439ffffffff,35,0
841aa11ffffffff,25,0
8426915ffffffff,226,0
842aaa7ffffffff,106,0
84274adffffffff,94,0
8428335ffffffff,115,0
8427507ffffffff,57,0
8427503ffffffff,73,0
842750bffffffff,120,0
8427557ffffffff,97,0
8427553ffffffff,127,0
8444ccbffffffff,167,0
8444cc9ffffffff,177,0
8426213ffffffff,209,0
8426217ffffffff,162,0
8426455ffffffff,97,0
8426443ffffffff,93,0
842b8cdffffffff,51,0
842b8c5ffffffff,87,0
842b8ebffffffff,40,0
84269e5ffffffff,69,0
84269abffffffff,70,0
8413865ffffffff,35,0
8413b33ffffffff,20,0
8413b37ffffffff,13,0
842ab17ffffffff,91,0
84269c5ffffffff,255,0
84269c7ffffffff,501,0
84269c3ffffffff,67,0
842b289ffffffff,14,0
842b2c3ffffffff,34,0
842b2cbffffffff,33,0
841ab2dffffffff,33,0
841ab29ffffffff,59,0
842603bffffffff,14,0
8426037ffffffff,92,0
84261ddffffffff,99,0
842665dffffffff,460,67
8428a93ffffffff,27,0
8428f6bffffffff,139,0
8427485ffffffff,211,0
8427481ffffffff,166,0
84261edffffffff,112,0
8426133ffffffff,66,0
842613dffffffff,41,0
8427829ffffffff,17,0
8427821ffffffff,36,0
84279cdffffffff,98,0
8428169ffffffff,100,0
8429891ffffffff,285,0
8429895ffffffff,6,0
842989dffffffff,167,0
8429883ffffffff,14,0
842988bffffffff,270,0
841ab1dffffffff,26,0
841ab19ffffffff,33,0
841aa25ffffffff,55,0
841aa21ffffffff,53,0
84275e9ffffffff,49,0
842a959ffffffff,191,0
842a263ffffffff,64,0
842a26bffffffff,150,0
842a245ffffffff,121,0
842a24dffffffff,24,0
8448d69ffffffff,32,0
8446495ffffffff,290,0
8429147ffffffff,3,0
8429141ffffffff,44,0
842914bffffffff,27,0
8429335ffffffff,46,0
8429331ffffffff,1,0
84262b1ffffffff,210,0
84262b5ffffffff,297,0
84260cbffffffff,21,0
84260c9ffffffff,302,0
84260c1ffffffff,160,0
8428a27ffffffff,58,0
8428849ffffffff,76,0
8428a37ffffffff,338,0
8428859ffffffff,73,0
84261b1ffffffff,135,0
8426123ffffffff,56,0
8426127ffffffff,11,0
8426121ffffffff,120,0
842a835ffffffff,168,0
842a823ffffffff,81,0
8444087ffffffff,49,0
8444083ffffffff,115,0
8428e31ffffffff,28,0
8428e3bffffffff,38,0
8428e15ffffffff,7,0
8428e17ffffffff,31,0
8428e11ffffffff,59,0
8444e63ffffffff,64,0
8444e61ffffffff,23,0
8444e65ffffffff,194,0
845d367ffffffff,19,0
845d361ffffffff,29,0
845d36bffffffff,39,0
845d345ffffffff,29,0
845d341ffffffff,11,0
842a8d9ffffffff,454,24
84274b9ffffffff,363,0
8427483ffffffff,273,109
8427495ffffffff,242,0
8444687ffffffff,81,0
8448cc3ffffffff,3,0
842661dffffffff,325,0
8427841ffffffff,30,0
8427843ffffffff,11,0
842784bffffffff,12,0
842785dffffffff,35,0
8427859ffffffff,33,0
8427b33ffffffff,10,0
8427b31ffffffff,50,0
8427b35ffffffff,84,0
8427b27ffffffff,49,0
842a9edffffffff,119,0
842a9e9ffffffff,203,0
844451dffffffff,9,0
8444515ffffffff,90,0
8426245ffffffff,32,0
8426269ffffffff,23,0
84be03bffffffff,42,0
84be039ffffffff,39,0
8412cc5ffffffff,34,0
8412c13ffffffff,69,0
842912dffffffff,43,0
8428525ffffffff,7,0
8428527ffffffff,45,0
8428521ffffffff,48,0
842852bffffffff,40,0
8428507ffffffff,55,12
8448cb5ffffffff,127,0
84269b5ffffffff,236,0
84269b7ffffffff,87,0
84269b1ffffffff,40,0
842b9cdffffffff,31,0
842b9c5ffffffff,18,0
842b913ffffffff,30,0
842b9e9ffffffff,19,0
842a265ffffffff,64,0
842a26dffffffff,53,0
842b197ffffffff,80,0
84289a5ffffffff,116,0
8448eabffffffff,132,0
84289bdffffffff,54,12
84275d7ffffffff,358,0
84265abffffffff,28,0
8426587ffffffff,77,0
8426583ffffffff,92,0
8426595ffffffff,99,0
842790bffffffff,31,0
84489a3ffffffff,186,0
84489a7ffffffff,445,0
8426547ffffffff,99,0
8426555ffffffff,153,0
8427487ffffffff,178,0
84274abffffffff,67,0
84268a1ffffffff,111,0
84268abffffffff,54,0
8426885ffffffff,295,0
842688dffffffff,85,0
8426889ffffffff,236,0
841255bffffffff,42,0
841242dffffffff,40,0
8412421ffffffff,39,0
8412423ffffffff,36,0
841243dffffffff,2,0
842614bffffffff,45,0
8427911ffffffff,141,0
84279c1ffffffff,10,0
842b181ffffffff,32,0
842b189ffffffff,33,0
842b1c7ffffffff,2,0
842b1c3ffffffff,28,0
842b1c1ffffffff,7,0
842b1cbffffffff,23,0
842b1c9ffffffff,7,0
8445655ffffffff,16,0
8445651ffffffff,25,0
84265e9ffffffff,57,0
84265c7ffffffff,92,0
8428b23ffffffff,68,0
8428b35ffffffff,78,0
8428b37ffffffff,68,0
844455bffffffff,432,0
844465dffffffff,7,0
8444651ffffffff,38,0
8444653ffffffff,39,0
8448925ffffffff,39,0
842a955ffffffff,322,0
842a95dffffffff,84,0
8448dc7ffffffff,109,0
8448d8bffffffff,41,0
8448d83ffffffff,5,0
8448d9dffffffff,230,0
8448ce7ffffffff,227,0
8448ce3ffffffff,170,0
8426081ffffffff,130,0
842608bffffffff,130,0
842691bffffffff,86,0
8426911ffffffff,129,0
8428dd1ffffffff,21,0
8428dd3ffffffff,29,0
8428ca5ffffffff,29,0
8426981ffffffff,68,0
842698bffffffff,141,0
84269d7ffffffff,109,0
84269d3ffffffff,92,0
8448997ffffffff,112,0
84489bbffffffff,41,0
8426143ffffffff,70,0
8426159ffffffff,104,0
8426065ffffffff,9,0
842a22dffffffff,72,0
842a35bffffffff,10,0
842a267ffffffff,26,0
84262c5ffffffff,59,0
84268ddffffffff,42,0
8444099ffffffff,28,0
8444725ffffffff,52,0
8444727ffffffff,76,0
8444723ffffffff,95,0
8444f13ffffffff,75,12
8444f11ffffffff,53,0
84262b9ffffffff,212,0
8426287ffffffff,171,51
8426845ffffffff,43,0
842b1b9ffffffff,64,0
842b183ffffffff,88,0
8426f19ffffffff,113,0
8426e25ffffffff,297,0
8426e2dffffffff,209,0
8426e21ffffffff,182,0
8426e29ffffffff,66,0
8426e05ffffffff,2,0
842666bffffffff,349,0
84261bdffffffff,175,0
8444ea9ffffffff,30,0
8444cb9ffffffff,107,0
8444cb1ffffffff,143,0
84298c5ffffffff,126,0
8444e9bffffffff,66,0
84445a5ffffffff,62,0
84445a7ffffffff,130,0
8444587ffffffff,78,0
8426f5dffffffff,119,0
8426f59ffffffff,39,0
8426e15ffffffff,19,0
8426949ffffffff,117,0
8426083ffffffff,131,0
8426087ffffffff,83,77
84260abffffffff,341,14
84260a3ffffffff,95,0
842ab61ffffffff,5,0
8444d89ffffffff,92,0
842885dffffffff,254,0
8426421ffffffff,122,0
8426423ffffffff,72,0
842643dffffffff,77,0
842643bffffffff,56,0
84269ddffffffff,23,0
84281cdffffffff,35,0
84281c5ffffffff,102,0
842818dffffffff,42,0
842aa59ffffffff,154,0
842b8b3ffffffff,175,0
842a16dffffffff,369,0
8426955ffffffff,68,0
8426951ffffffff,37,0
8426953ffffffff,20,0
842695bffffffff,8,0
842682dffffffff,41,0
842b231ffffffff,67,0
841d253ffffffff,2,0
8412b6dffffffff,39,0
8412b61ffffffff,43,0
8412b63ffffffff,33,0
8412b29ffffffff,4,0
842ab53ffffffff,153,0
842aa2dffffffff,116,0
842ab1dffffffff,79,0
842ab19ffffffff,96,0
842bac7ffffffff,116,0
842bac1ffffffff,30,0
842bac9ffffffff,23,0
8444c6bffffffff,47,0
8444c45ffffffff,110,0
8426995ffffffff,62,0
8426991ffffffff,78,0
8426999ffffffff,119,0
84268a5ffffffff,54,0
842752bffffffff,26,0
840cf1bffffffff,10,0
84bef2dffffffff,302,0
84bef21ffffffff,387,0
84bef2bffffffff,27,0
8444d35ffffffff,143,25
8444d3dffffffff,313,0
8444d07ffffffff,350,0
8426c2dffffffff,3,0
8426c21ffffffff,14,0
84bef65ffffffff,539,0
8408829ffffffff,4,0
8408805ffffffff,15,0
8464905ffffffff,40,0
846492bffffffff,45,0
8464907ffffffff,13,0
846493dffffffff,71,0
8464931ffffffff,26,0
841f1abffffffff,45,0
841f1e7ffffffff,90,0
841f1e5ffffffff,10,0
84075abffffffff,28,2
84075a3ffffffff,44,0
8406749ffffffff,9,37
8406741ffffffff,0,1
842db43ffffffff,74,0
842db47ffffffff,124,0
84be5d3ffffffff,235,13
84be5dbffffffff,84,0
8441b1dffffffff,35,0
8441957ffffffff,13,0
8441a31ffffffff,3,0
842b263ffffffff,7,0
842b26bffffffff,31,0
842b245ffffffff,31,0
842b24dffffffff,42,0
842b1b1ffffffff,77,0
842b8edffffffff,90,0
842b811ffffffff,178,0
8427431ffffffff,22,0
84274b1ffffffff,376,12
8426867ffffffff,16,0
8426829ffffffff,44,0
8426863ffffffff,32,0
842680dffffffff,36,0
84269d9ffffffff,26,0
8412c83ffffffff,23,0
8412c87ffffffff,26,0
8412cbdffffffff,37,0
8412cb5ffffffff,26,0
842a803ffffffff,107,0
842bac3ffffffff,30,0
842bacbffffffff,28,0
842b137ffffffff,13,0
842b33dffffffff,22,0
842b339ffffffff,39,0
842b303ffffffff,32,0
842b30bffffffff,24,0
84275c3ffffffff,301,1
84275cbffffffff,335,4
8427437ffffffff,59,0
8428de7ffffffff,20,0
8439b65ffffffff,13,0
84346c9ffffffff,7,0
84346cdffffffff,47,0
84346c1ffffffff,36,0
84346c5ffffffff,34,0
84346c7ffffffff,55,0
84346ebffffffff,13,0
843468dffffffff,57,0
8481895ffffffff,11,0
84818b9ffffffff,35,0
84818bbffffffff,1,0
84818b1ffffffff,11,0
848000dffffffff,26,0
8480005ffffffff,40,0
848002bffffffff,35,3
8480021ffffffff,4,0
8480023ffffffff,13,0
843f59bffffffff,45,0
843e64dffffffff,172,0
843e645ffffffff,110,0
843e66bffffffff,99,0
8420195ffffffff,0,32
8420e6bffffffff,51,0
842c51bffffffff,3,12
8442121ffffffff,173,0
8442129ffffffff,181,0
8442167ffffffff,76,0
8442141ffffffff,58,0
844214dffffffff,34,0
8442327ffffffff,50,0
844389bffffffff,29,0
8442325ffffffff,38,0
842ce11ffffffff,0,15
842ce19ffffffff,7,13
842ce53ffffffff,45,2
8443a1dffffffff,76,0
8443a0bffffffff,91,0
8443a57ffffffff,39,0
8443a55ffffffff,46,0
8443a51ffffffff,60,0
842c9e5ffffffff,220,0
842c9edffffffff,280,0
842c917ffffffff,184,0
842c085ffffffff,100,0
842c0abffffffff,68,0
842c35dffffffff,25,5
842d1b1ffffffff,0,12
842c087ffffffff,22,14
842c825ffffffff,189,0
842c82dffffffff,181,0
842c867ffffffff,139,10
842c863ffffffff,66,0
84be8d9ffffffff,632,57
8409803ffffffff,43,0
8409993ffffffff,108,0
8409815ffffffff,46,0
840981dffffffff,32,0
8408a4dffffffff,7,0
8408a45ffffffff,6,0
8446497ffffffff,241,60
841eb03ffffffff,73,0
841fb09ffffffff,47,7
841fb43ffffffff,81,6
841fb55ffffffff,53,27
8494511ffffffff,8,0
84bcc37ffffffff,35,0
84bcdd9ffffffff,36,0
84bcdd1ffffffff,35,0
84bcdd3ffffffff,15,0
84a7357ffffffff,24,0
84a731dffffffff,90,0
84a7315ffffffff,6,0
84942c1ffffffff,27,0
84942cdffffffff,6,0
8467447ffffffff,62,0
846746bffffffff,154,0
844cd3bffffffff,57,0
844cd31ffffffff,55,0
844cd33ffffffff,1,0
844cd37ffffffff,21,12
84672ddffffffff,0,32
84672d5ffffffff,0,15
8444b5bffffffff,36,0
8444b51ffffffff,26,0
8444b5dffffffff,29,0
8444b43ffffffff,26,0
846d645ffffffff,36,0
846d64dffffffff,73,0
846d649ffffffff,39,0
844534bffffffff,38,0
8445341ffffffff,4,0
845f6b9ffffffff,14,0
845f687ffffffff,37,0
845f685ffffffff,32,0
845f68dffffffff,20,0
845f6e3ffffffff,6,0
845f6ebffffffff,12,0
8466251ffffffff,13,0
8466253ffffffff,1,0
8466257ffffffff,30,0
84674d7ffffffff,26,0
8467499ffffffff,38,0
846749bffffffff,38,0
845f6b3ffffffff,19,0
84be8dbffffffff,212,0
8443aa7ffffffff,103,0
842d965ffffffff,4,44
844d945ffffffff,4,8
84672d1ffffffff,41,0
8439a67ffffffff,0,51
8439b5bffffffff,0,83
8481269ffffffff,15,0
8481261ffffffff,23,0
842a25bffffffff,3,0
842aa3bffffffff,154,0
84945a5ffffffff,20,0
8494ed3ffffffff,60,0
842a967ffffffff,79,0
842758bffffffff,138,0
84275dbffffffff,160,0
84274e7ffffffff,89,0
8427699ffffffff,36,0
842769dffffffff,47,0
842a13dffffffff,271,0
842a9ebffffffff,40,0
842a9e1ffffffff,105,0
842a913ffffffff,144,0
842a911ffffffff,30,0
8444e97ffffffff,29,0
8412553ffffffff,9,0
8412467ffffffff,30,0
8412461ffffffff,39,0
841246bffffffff,9,0
84441a3ffffffff,277,0
84441b5ffffffff,147,0
841eb63ffffffff,16,0
841eb6bffffffff,42,0
841eb45ffffffff,53,0
8439693ffffffff,54,0
841eb4dffffffff,38,0
8418455ffffffff,46,0
841845dffffffff,74,0
841844bffffffff,72,0
8418635ffffffff,39,0
84186a9ffffffff,2,0
84186e3ffffffff,31,0
84186e7ffffffff,23,0
84186e1ffffffff,39,0
84186edffffffff,41,0
841863bffffffff,4,0
8418421ffffffff,14,0
8418429ffffffff,76,0
8418463ffffffff,75,0
841846bffffffff,71,0
8418445ffffffff,6,0
842aa8dffffffff,393,0
842aac7ffffffff,71,0
842b0edffffffff,74,0
842b017ffffffff,95,0
842b011ffffffff,34,0
842b031ffffffff,133,0
842b039ffffffff,139,0
841b9a5ffffffff,5,0
841b9a1ffffffff,32,0
841b9abffffffff,31,0
841b987ffffffff,55,0
841faa9ffffffff,31,0
841fae3ffffffff,46,0
841fae1ffffffff,79,0
841faedffffffff,32,0
84182c9ffffffff,61,0
842690dffffffff,179,0
8418e5bffffffff,6,0
8418565ffffffff,58,0
84180b3ffffffff,60,0
84180bbffffffff,82,0
84194e3ffffffff,74,0
84194e7ffffffff,174,47
84194e5ffffffff,235,0
84195dbffffffff,154,0
84195d9ffffffff,25,0
8412cabffffffff,22,0
8412ca3ffffffff,34,0
8412ca7ffffffff,24,0
8412d9bffffffff,55,0
8429845ffffffff,620,116
84298d9ffffffff,66,0
8429ab3ffffffff,231,0
84489a1ffffffff,120,0
842a165ffffffff,129,0
8426833ffffffff,186,0
84262c7ffffffff,90,0
84262ebffffffff,313,6
8444519ffffffff,139,0
8444ae9ffffffff,333,0
842aa61ffffffff,131,0
842a345ffffffff,275,23
84298ddffffffff,63,0
84298c3ffffffff,66,0
84298c7ffffffff,176,0
84298ebffffffff,108,0
84441edffffffff,75,0
8429a5dffffffff,17,0
8426b6bffffffff,50,0
842b8d9ffffffff,34,0
842a365ffffffff,57,0
842b8dbffffffff,122,0
84489e1ffffffff,406,103
8448981ffffffff,133,0
8426467ffffffff,107,0
842ab09ffffffff,131,0
8426a09ffffffff,19,0
8426a47ffffffff,70,0
8426a6bffffffff,17,0
842a36bffffffff,62,0
842a363ffffffff,59,0
84279e7ffffffff,10,0
8428925ffffffff,97,0
8426035ffffffff,122,0
84261c9ffffffff,109,0
8426027ffffffff,51,0
8426407ffffffff,27,0
8426e51ffffffff,72,9
8426e5dffffffff,4,0
8426e55ffffffff,36,0
8429a3dffffffff,450,0
8429a35ffffffff,56,0
8429abbffffffff,254,0
84489c3ffffffff,414,0
8426b47ffffffff,27,0
8426b0dffffffff,14,0
8426b09ffffffff,35,0
8426b1dffffffff,18,0
8426b35ffffffff,43,0
8426b31ffffffff,62,0
84275c5ffffffff,736,22
842a86bffffffff,57,0
8426013ffffffff,110,0
8426011ffffffff,281,0
8428f3dffffffff,41,0
8426cddffffffff,155,0
8426cd5ffffffff,167,5
8426cd7ffffffff,50,0
8426c8bffffffff,457,100
842672bffffffff,83,0
8426869ffffffff,40,0
8426b15ffffffff,22,0
8427017ffffffff,80,0
84271a1ffffffff,26,0
84271abffffffff,6,0
84299c3ffffffff,114,0
84299c7ffffffff,208,0
842ab01ffffffff,16,0
842aa93ffffffff,11,0
842af45ffffffff,30,0
842af6bffffffff,105,0
8426927ffffffff,141,0
8426925ffffffff,18,0
842a919ffffffff,48,0
842a957ffffffff,448,6
84485bdffffffff,14,0
84262a3ffffffff,119,0
84262bdffffffff,166,0
846619dffffffff,124,0
8448e9bffffffff,49,0
8426967ffffffff,87,0
842692dffffffff,52,0
8427717ffffffff,65,0
842773bffffffff,161,0
8427733ffffffff,6,0
842832dffffffff,62,0
8428325ffffffff,71,0
8429899ffffffff,259,0
842a06dffffffff,67,0
842a065ffffffff,56,0
8439635ffffffff,9,0
8439449ffffffff,22,0
843944bffffffff,21,0
8439441ffffffff,12,0
8439409ffffffff,57,0
843940dffffffff,5,0
841f9b9ffffffff,204,0
842c2e5ffffffff,0,9
842c05bffffffff,5,37
842c051ffffffff,104,10
841ec27ffffffff,61,0
841ec25ffffffff,28,0
841ea97ffffffff,23,0
841eabbffffffff,68,0
841ea95ffffffff,43,0
841eab9ffffffff,31,0
841ea83ffffffff,33,0
841ea87ffffffff,40,0
841eeb3ffffffff,94,6
84262a9ffffffff,66,0
8426285ffffffff,66,0
841869bffffffff,20,0
841f965ffffffff,28,0
843965bffffffff,11,0
841f967ffffffff,13,0
841f92dffffffff,27,0
841f921ffffffff,22,0
843f289ffffffff,108,0
843f2c7ffffffff,118,0
843f2c5ffffffff,53,0
841ef07ffffffff,81,0
841ef05ffffffff,66,0
841ef0dffffffff,74,0
841ef63ffffffff,79,0
841ef6bffffffff,44,0
841ef61ffffffff,67,0
8439691ffffffff,6,0
843969bffffffff,16,0
843f491ffffffff,63,1
843f4c5ffffffff,171,0
843f4c7ffffffff,71,0
843f489ffffffff,43,0
843f48bffffffff,9,0
841ef45ffffffff,42,0
841ede3ffffffff,10,0
841eda9ffffffff,29,0
841edabffffffff,40,0
841edbdffffffff,31,0
841edb5ffffffff,11,0
841e911ffffffff,21,0
841e913ffffffff,55,0
843f627ffffffff,54,0
843f44dffffffff,88,0
843f441ffffffff,82,0
843f443ffffffff,63,0
843f447ffffffff,8,0
843f409ffffffff,61,0
843f40bffffffff,47,0
843f41dffffffff,33,0
842db59ffffffff,0,12
843f493ffffffff,37,24
843f455ffffffff,10,0
843f49dffffffff,24,0
84440adffffffff,37,0
84441d3ffffffff,24,0
8444c47ffffffff,128,0
8444f63ffffffff,304,115
8426f43ffffffff,143,0
8426f55ffffffff,44,0
8426d8dffffffff,112,0
8439843ffffffff,37,0
843985dffffffff,27,0
8439851ffffffff,28,0
843985bffffffff,29,0
843f48dffffffff,26,0
843f4ebffffffff,152,0
843f4c1ffffffff,51,0
843f4cdffffffff,104,0
8439947ffffffff,30,0
843996bffffffff,46,0
8439961ffffffff,31,0
843996dffffffff,14,0
841e2e5ffffffff,69,0
841e2edffffffff,48,0
841e233ffffffff,111,0
841e229ffffffff,53,0
841e22bffffffff,37,0
841e205ffffffff,81,0
84274d5ffffffff,269,0
8426e89ffffffff,169,0
8426e81ffffffff,244,0
8426cb7ffffffff,282,0
8426663ffffffff,166,0
842662bffffffff,83,0
8426eadffffffff,88,0
8426ea5ffffffff,141,0
8448e95ffffffff,579,3
8448e83ffffffff,130,0
8448e81ffffffff,113,0
8448d61ffffffff,98,0
84274b5ffffffff,225,0
84444e1ffffffff,33,0
84444edffffffff,58,0
84444e9ffffffff,75,0
8426c29ffffffff,114,0
8426c2bffffffff,100,0
8426c23ffffffff,100,0
8444443ffffffff,286,0
844446bffffffff,138,12
8426535ffffffff,64,0
8444d3bffffffff,68,0
8426603ffffffff,92,0
842660dffffffff,47,0
8426e37ffffffff,26,0
8426c53ffffffff,186,0
8429a95ffffffff,226,0
84441c5ffffffff,14,0
8426dc1ffffffff,27,13
84265d5ffffffff,80,0
84265d1ffffffff,305,0
84265dbffffffff,138,0
84264e7ffffffff,185,0
84264e3ffffffff,9,0
84489abffffffff,171,16
842a945ffffffff,237,0
842a96dffffffff,135,0
8444683ffffffff,48,0
844895dffffffff,91,0
8448b37ffffffff,79,0
8448b31ffffffff,117,0
8444511ffffffff,168,0
8444517ffffffff,37,0
84445edffffffff,36,0
84445e5ffffffff,38,0
8426469ffffffff,118,0
842646dffffffff,204,0
8426ecbffffffff,91,0
8426ec3ffffffff,128,0
8426ec7ffffffff,142,0
8426e8dffffffff,243,12
844445dffffffff,172,0
8426cc1ffffffff,124,0
8448de1ffffffff,47,0
8448debffffffff,199,0
84260c7ffffffff,103,0
8426c83ffffffff,685,231
844416bffffffff,35,0
8444163ffffffff,111,0
8444167ffffffff,152,0
8426c57ffffffff,124,8
8426c15ffffffff,96,0
8426c39ffffffff,115,0
8426c1dffffffff,103,111
844413dffffffff,201,0
8444135ffffffff,108,0
8444419ffffffff,164,0
842aa65ffffffff,234,0
842ab59ffffffff,401,0
842ab5dffffffff,143,0
8426461ffffffff,101,94
8426745ffffffff,310,12
84bf4cbffffffff,228,8
8430ea7ffffffff,28,0
8430ccdffffffff,26,0
8430cc9ffffffff,22,0
