hex,count_good_aircraft,count_bad_aircraft
8426b05ffffffff,169,0
8426b01ffffffff,182,0
8426b0bffffffff,160,0
8426b57ffffffff,17,0
8458815ffffffff,8,0
845881dffffffff,3,0
841e139ffffffff,55,0
841e103ffffffff,39,0
841e101ffffffff,51,0
841e109ffffffff,13,0
8429121ffffffff,39,0
8429935ffffffff,582,20
84b9169ffffffff,1240,0
842f5e3ffffffff,132,0
842f5e7ffffffff,15,0
842f5adffffffff,207,0
8468605ffffffff,24,16
8468607ffffffff,11,5
846862bffffffff,57,5
846863dffffffff,37,3
8468635ffffffff,42,0
841ee43ffffffff,45,0
841ee55ffffffff,112,0
841ee57ffffffff,93,0
841ee19ffffffff,68,0
841ee11ffffffff,109,0
8420197ffffffff,24,84
8420e6dffffffff,24,36
8420e61ffffffff,80,89
842c0bdffffffff,41,0
842c0b5ffffffff,91,0
842c0b7ffffffff,167,0
842ce5dffffffff,89,0
84be18dffffffff,18,0
8442f49ffffffff,61,0
841fac1ffffffff,76,0
841fac7ffffffff,6,0
841fac3ffffffff,16,0
841fa89ffffffff,28,0
841fa8bffffffff,56,0
841fa9dffffffff,18,0
84438ddffffffff,249,0
8443ab7ffffffff,269,0
8443ab1ffffffff,101,0
8443abdffffffff,155,0
8443a87ffffffff,177,0
841ee0dffffffff,26,0
841ee01ffffffff,44,0
841ee03ffffffff,52,0
841ee39ffffffff,20,0
841ee15ffffffff,38,0
841ee3bffffffff,42,0
842d245ffffffff,18,48
8443a8dffffffff,551,13
8443ac7ffffffff,485,8
8442a89ffffffff,206,0
8442a81ffffffff,111,12
8442da5ffffffff,63,0
841e119ffffffff,57,0
841e025ffffffff,25,0
841e11bffffffff,63,0
841e1cdffffffff,102,0
841e1c1ffffffff,87,0
842ca3bffffffff,117,0
842ca31ffffffff,135,0
842ca37ffffffff,57,0
842c84bffffffff,97,0
842c843ffffffff,82,0
8443a81ffffffff,268,0
8443a85ffffffff,130,0
84280d7ffffffff,19,0
84280d5ffffffff,34,0
84280c3ffffffff,33,0
84280c7ffffffff,1,0
84280c1ffffffff,28,0
84280c5ffffffff,6,0
84608adffffffff,10,0
84608a5ffffffff,2,0
84608a1ffffffff,60,0
84608a3ffffffff,161,0
845361dffffffff,197,1
8419469ffffffff,35,0
8419445ffffffff,72,0
8419441ffffffff,71,0
841944bffffffff,53,0
8419637ffffffff,18,0
841e1d9ffffffff,30,0
841e1d1ffffffff,58,0
841e1d3ffffffff,86,0
841e0a5ffffffff,65,0
841e19bffffffff,35,0
848d95bffffffff,32,0
848d865ffffffff,28,0
848db33ffffffff,38,0
848db3bffffffff,22,0
848db39ffffffff,1,0
843da1dffffffff,183,0
843d939ffffffff,19,0
843d93bffffffff,15,0
843d931ffffffff,38,0
843d937ffffffff,38,0
8460935ffffffff,13,0
8460923ffffffff,9,0
843db05ffffffff,97,0
843db01ffffffff,125,0
843db0bffffffff,108,0
843db57ffffffff,33,3
843da25ffffffff,6,0
843db1bffffffff,5,0
843db19ffffffff,35,0
843db1dffffffff,64,0
843db15ffffffff,5,0
843db03ffffffff,63,0
843db39ffffffff,11,0
843da19ffffffff,72,0
843d125ffffffff,28,0
846089dffffffff,13,0
84608d1ffffffff,41,0
8460a55ffffffff,67,23
8460a51ffffffff,64,0
8460a59ffffffff,190,0
8460165ffffffff,125,0
8461ab9ffffffff,35,0
8461abdffffffff,31,0
8461ab5ffffffff,80,0
84618c9ffffffff,13,0
84608d7ffffffff,41,0
84608d9ffffffff,20,0
8460b5bffffffff,65,0
8460a65ffffffff,38,0
8460a61ffffffff,2,0
8460a6dffffffff,25,0
8460a69ffffffff,20,0
843d917ffffffff,10,0
843da3dffffffff,48,4
843da2bffffffff,43,4
843da23ffffffff,26,5
843da15ffffffff,293,0
843da39ffffffff,188,0
843da31ffffffff,65,0
8460b53ffffffff,85,0
8460b57ffffffff,28,0
8460b1dffffffff,33,0
843da37ffffffff,4,0
843da3bffffffff,50,0
843da17ffffffff,65,0
8442d8bffffffff,5,0
8442d81ffffffff,5,0
8442d83ffffffff,19,0
8442d87ffffffff,56,0
8442dbdffffffff,45,0
8442da3ffffffff,7,0
84650b9ffffffff,0,27
8465083ffffffff,0,37
8465081ffffffff,0,33
8465089ffffffff,0,23
8442db5ffffffff,2,0
843db29ffffffff,4,0
843da03ffffffff,47,0
84611e1ffffffff,6,0
84611e9ffffffff,39,0
8461113ffffffff,36,0
8461111ffffffff,7,0
846111bffffffff,30,0
8461119ffffffff,3,0
843da07ffffffff,43,0
8442491ffffffff,22,0
8442499ffffffff,85,13
8460169ffffffff,396,0
8461897ffffffff,83,0
8460317ffffffff,115,0
846033bffffffff,49,0
843da35ffffffff,70,13
843d84bffffffff,4,9
843d849ffffffff,31,16
843d841ffffffff,98,2
843d845ffffffff,26,21
8442a83ffffffff,112,0
8442a8bffffffff,21,0
8460d35ffffffff,152,0
8460d23ffffffff,160,0
8460d21ffffffff,87,0
8460d2dffffffff,64,0
8460d67ffffffff,9,0
8442d23ffffffff,29,3
8442d35ffffffff,88,0
84608bdffffffff,172,0
840e293ffffffff,26,0
840e29bffffffff,34,0
840e74dffffffff,32,0
840f5a7ffffffff,134,0
842bb43ffffffff,23,0
842bb55ffffffff,42,0
842bb57ffffffff,41,0
842bb19ffffffff,15,0
840e763ffffffff,18,0
8430e01ffffffff,279,27
84271bdffffffff,101,0
84271b1ffffffff,164,0
84271bbffffffff,26,0
84279ddffffffff,118,0
84279c3ffffffff,191,0
8427ab7ffffffff,15,1
8427ab3ffffffff,73,0
8427199ffffffff,24,17
8427191ffffffff,53,0
84271a7ffffffff,98,0
8426349ffffffff,31,0
84271a3ffffffff,84,0
84271b5ffffffff,31,0
842631dffffffff,221,0
8426319ffffffff,130,0
8428937ffffffff,88,0
8427935ffffffff,75,0
8427931ffffffff,7,0
8428923ffffffff,175,0
8427905ffffffff,298,0
8428985ffffffff,87,25
8428927ffffffff,163,0
84289b5ffffffff,97,0
8412cb7ffffffff,58,0
84289a7ffffffff,47,0
8426b69ffffffff,73,0
8426b61ffffffff,128,0
8428b49ffffffff,58,0
84299a7ffffffff,51,0
8428b4dffffffff,49,0
8426965ffffffff,138,0
8427917ffffffff,57,0
84279edffffffff,20,0
84279e9ffffffff,44,0
842798dffffffff,112,0
84279ebffffffff,181,0
8427815ffffffff,59,0
8427811ffffffff,59,0
8428949ffffffff,182,0
84265b3ffffffff,78,0
84265b7ffffffff,43,0
8464b47ffffffff,4,0
8464b0dffffffff,54,0
8464b63ffffffff,63,0
844bb11ffffffff,110,0
844bb17ffffffff,9,0
844bb15ffffffff,15,0
844bb19ffffffff,82,0
844b091ffffffff,34,0
844b095ffffffff,22,1
844b117ffffffff,123,15
844b1e9ffffffff,80,33
844b1c5ffffffff,212,0
844b1c1ffffffff,178,6
84658b1ffffffff,100,0
84658bbffffffff,47,0
8465897ffffffff,40,0
8465891ffffffff,62,0
84658b5ffffffff,217,0
84658bdffffffff,91,0
84658b9ffffffff,58,0
8465883ffffffff,16,0
8464a49ffffffff,645,13
8464a4bffffffff,345,0
8464a43ffffffff,124,0
8464a47ffffffff,86,0
8464a09ffffffff,25,0
8464a0dffffffff,125,0
8464a05ffffffff,107,0
8464a61ffffffff,23,0
8464a65ffffffff,45,0
8464b59ffffffff,71,0
84659b7ffffffff,14,0
8464a2bffffffff,72,0
84658c3ffffffff,36,0
84658cbffffffff,41,0
8465ab7ffffffff,17,0
8465ab5ffffffff,58,0
8465ab1ffffffff,15,0
8464a29ffffffff,52,0
8464a63ffffffff,91,0
8464a6bffffffff,69,0
8464a45ffffffff,14,0
8464a41ffffffff,195,0
843f401ffffffff,2,0
843f403ffffffff,41,0
843f415ffffffff,28,0
843f411ffffffff,33,0
843f413ffffffff,17,0
841ec9bffffffff,79,8
842d26dffffffff,29,15
842d269ffffffff,1,32
841ecdbffffffff,49,39
841eebbffffffff,114,0
841eeb9ffffffff,160,29
841ee83ffffffff,100,0
841ee87ffffffff,113,0
841ee81ffffffff,97,0
841ef29ffffffff,32,0
841ef21ffffffff,59,0
841ef2bffffffff,29,0
841e98bffffffff,3,0
841e9d5ffffffff,6,0
841e989ffffffff,35,0
841e9c3ffffffff,9,0
841e9c7ffffffff,58,0
841e9c1ffffffff,10,0
841e9c5ffffffff,63,0
842e665ffffffff,134,0
842e759ffffffff,150,0
842f5b7ffffffff,197,0
842e74bffffffff,64,0
842e749ffffffff,106,0
84451e9ffffffff,32,0
84451e1ffffffff,40,0
84451e7ffffffff,49,0
845e717ffffffff,13,0
845e711ffffffff,25,0
845e71bffffffff,27,0
844cf47ffffffff,13,0
844cf09ffffffff,25,0
844cf0bffffffff,28,0
843cf29ffffffff,158,0
843cf2dffffffff,205,0
843c8dbffffffff,74,0
8460161ffffffff,55,0
8442cebffffffff,13,0
8442c8dffffffff,38,0
8442ce3ffffffff,84,0
8442c85ffffffff,20,0
8442c83ffffffff,116,0
8442cb9ffffffff,41,0
843d96dffffffff,33,0
84608b5ffffffff,203,0
844388dffffffff,39,0
8443881ffffffff,35,0
8443887ffffffff,28,0
8443883ffffffff,16,0
84438b9ffffffff,27,0
8460d2bffffffff,34,0
8443a33ffffffff,100,0
8443ae5ffffffff,69,0
8460a5dffffffff,98,0
84128e7ffffffff,21,51
84128a9ffffffff,50,17
84128a1ffffffff,61,9
8412727ffffffff,8,0
841254dffffffff,62,0
8412545ffffffff,49,0
841256bffffffff,95,0
8412561ffffffff,37,0
8412093ffffffff,17,0
8412569ffffffff,38,0
841280dffffffff,1,0
8412809ffffffff,24,0
841280bffffffff,36,0
8412857ffffffff,0,22
8412819ffffffff,0,30
8412e13ffffffff,127,0
8412ee9ffffffff,106,0
8412ee1ffffffff,42,0
8412ee7ffffffff,33,0
8412521ffffffff,52,0
8412529ffffffff,123,0
8412563ffffffff,111,0
8412ea5ffffffff,218,0
84be73bffffffff,79,0
84be733ffffffff,68,0
84a735dffffffff,88,0
84a7355ffffffff,87,0
84a7309ffffffff,31,0
84a730bffffffff,80,0
84489c9ffffffff,122,9
8409aa5ffffffff,111,10
8465263ffffffff,371,8
846526bffffffff,602,12
846035bffffffff,53,0
8460359ffffffff,55,0
84611b3ffffffff,45,0
84611bbffffffff,65,0
84611b9ffffffff,30,0
8460225ffffffff,19,0
8460353ffffffff,37,0
8465261ffffffff,69,0
842c849ffffffff,36,0
842ca23ffffffff,137,0
842ca3dffffffff,134,0
842ca07ffffffff,91,0
842ca39ffffffff,52,0
8443859ffffffff,48,0
8443a31ffffffff,52,0
8443a3bffffffff,78,52
8443a39ffffffff,107,0
8443a03ffffffff,55,0
8461161ffffffff,22,0
8461163ffffffff,27,0
846110dffffffff,4,0
84be635ffffffff,574,0
84be415ffffffff,32,0
84be43bffffffff,124,0
84be4edffffffff,11,0
84be433ffffffff,182,0
84be4e5ffffffff,55,0
84945c3ffffffff,223,0
8427411ffffffff,78,0
8427413ffffffff,210,0
84274c7ffffffff,127,0
84274c9ffffffff,161,0
8427489ffffffff,203,0
842748bffffffff,246,8
842742dffffffff,58,0
84261d1ffffffff,3,0
8429ae5ffffffff,24,0
84281ebffffffff,169,14
84281e3ffffffff,139,0
8428185ffffffff,120,0
842888dffffffff,169,0
8428881ffffffff,173,0
842888bffffffff,354,0
84281adffffffff,71,0
84281a1ffffffff,61,0
8428a6dffffffff,110,0
8428a61ffffffff,53,0
8428a67ffffffff,45,0
842a865ffffffff,174,1
842ab33ffffffff,234,0
842a86dffffffff,328,0
843975bffffffff,54,0
8439667ffffffff,39,0
8439663ffffffff,72,0
8439605ffffffff,54,0
843960dffffffff,46,0
8439601ffffffff,22,0
8441037ffffffff,345,0
84411ddffffffff,253,9
844bb55ffffffff,74,0
844bb51ffffffff,71,0
844bb5bffffffff,387,0
844ba67ffffffff,135,0
8430e07ffffffff,132,0
8430e2bffffffff,50,0
8430e3dffffffff,131,0
8441031ffffffff,130,3
844103dffffffff,6,0
8441039ffffffff,39,15
8445691ffffffff,35,0
8445695ffffffff,5,0
8445697ffffffff,58,0
84456bbffffffff,16,0
8448b6dffffffff,11,0
84456b3ffffffff,29,0
84c2cabffffffff,5,5
84c2c85ffffffff,26,8
84c2ce3ffffffff,10,0
84c2cebffffffff,31,0
84c2cc5ffffffff,18,0
84c2c13ffffffff,17,0
846d367ffffffff,77,0
8449b25ffffffff,49,0
8449b27ffffffff,27,0
8449b21ffffffff,42,0
8449b2bffffffff,19,0
8449869ffffffff,94,0
844986dffffffff,139,0
8449b33ffffffff,158,0
8449951ffffffff,321,0
8449957ffffffff,119,0
8449919ffffffff,140,0
844995bffffffff,375,14
8449959ffffffff,380,0
8448589ffffffff,102,0
84485c7ffffffff,70,0
846d20dffffffff,6,0
846d263ffffffff,33,0
846d261ffffffff,59,0
846d265ffffffff,83,0
846d359ffffffff,48,0
84498c9ffffffff,18,0
8449ab5ffffffff,359,0
8449ab7ffffffff,48,0
8449ab3ffffffff,54,0
8449b63ffffffff,5,0
8449b61ffffffff,48,0
8449b6dffffffff,56,0
846d14dffffffff,7,0
84454d1ffffffff,25,0
84454d7ffffffff,72,0
844549dffffffff,80,0
8445483ffffffff,19,0
8444627ffffffff,38,0
8444621ffffffff,57,0
844462bffffffff,62,0
8444dd5ffffffff,687,30
844565dffffffff,2,0
8445659ffffffff,102,0
846d34dffffffff,191,0
846d345ffffffff,83,0
8444eb9ffffffff,134,0
8444ed7ffffffff,213,0
844556dffffffff,3,0
8445569ffffffff,42,0
8445545ffffffff,36,0
844554dffffffff,16,40
8449b37ffffffff,110,0
8449947ffffffff,119,0
8449945ffffffff,83,0
844996bffffffff,168,0
8449969ffffffff,84,0
8449961ffffffff,195,0
844996dffffffff,96,0
8449965ffffffff,218,0
84450a1ffffffff,57,0
84450abffffffff,46,0
8445087ffffffff,37,3
8445083ffffffff,9,0
8449825ffffffff,61,0
8449827ffffffff,65,0
84499c9ffffffff,45,20
8448a6dffffffff,55,0
84499bbffffffff,20,0
8449997ffffffff,49,0
8448947ffffffff,75,0
8448941ffffffff,102,0
8448949ffffffff,76,0
8448b27ffffffff,8,0
8448939ffffffff,74,0
844893bffffffff,108,0
8448933ffffffff,151,0
84489e5ffffffff,205,0
8449835ffffffff,29,28
8449837ffffffff,80,97
84499d9ffffffff,16,20
84498e5ffffffff,39,0
846d35dffffffff,54,0
846d2bbffffffff,9,0
846d2b9ffffffff,42,0
846d287ffffffff,22,0
8448e87ffffffff,338,0
8448b59ffffffff,9,0
8448b51ffffffff,81,0
8448b53ffffffff,88,0
8448a25ffffffff,87,0
8448a21ffffffff,298,0
8448a2dffffffff,108,0
840caa3ffffffff,34,0
840caa7ffffffff,93,0
840c81bffffffff,80,12
840c811ffffffff,59,2
8428739ffffffff,24,0
8428707ffffffff,21,0
8428705ffffffff,31,0
8428763ffffffff,8,0
844b68bffffffff,23,0
844b681ffffffff,63,0
844b685ffffffff,63,0
844b6a9ffffffff,46,3
844b6adffffffff,22,13
840cab5ffffffff,3,0
840c8c9ffffffff,38,0
840c8c1ffffffff,2,0
840c8cdffffffff,26,0
840c8c5ffffffff,8,0
840c813ffffffff,54,5
842e703ffffffff,30,0
842e707ffffffff,37,15
842e72bffffffff,37,27
842e721ffffffff,31,0
842e0abffffffff,18,0
842e0a9ffffffff,76,19
842e0a1ffffffff,77,0
842e0a5ffffffff,102,32
8428d55ffffffff,1204,134
844b0b3ffffffff,62,12
844b0b7ffffffff,91,0
844a24bffffffff,73,0
844a241ffffffff,63,0
842e44dffffffff,178,0
842e713ffffffff,53,0
842e717ffffffff,28,7
842e715ffffffff,30,22
842e739ffffffff,10,12
842e451ffffffff,117,0
842e45dffffffff,83,0
842e441ffffffff,22,0
842e611ffffffff,158,61
842f5abffffffff,957,0
8427301ffffffff,20,0
8427303ffffffff,39,0
8427315ffffffff,64,0
8427311ffffffff,34,1
8427313ffffffff,45,0
842e701ffffffff,68,35
842e705ffffffff,37,7
842e729ffffffff,12,0
844b73bffffffff,43,0
844b739ffffffff,16,0
844b731ffffffff,41,0
844b735ffffffff,51,0
844b549ffffffff,36,0
844b6cdffffffff,41,0
844b6c1ffffffff,27,0
844b6c9ffffffff,89,0
844b6cbffffffff,61,0
842e6c9ffffffff,83,0
842c547ffffffff,27,36
842c545ffffffff,30,12
842c509ffffffff,0,35
8420025ffffffff,0,14
842c543ffffffff,0,5
8420027ffffffff,0,38
84201c9ffffffff,0,32
84201cbffffffff,0,33
84201ddffffffff,0,1
8430ca5ffffffff,126,0
8430d9bffffffff,320,41
842f593ffffffff,204,7
842f597ffffffff,121,0
842f591ffffffff,96,0
842f595ffffffff,154,0
842f583ffffffff,92,58
842f5bdffffffff,125,0
842f5b1ffffffff,36,0
842f5b3ffffffff,45,0
844b69dffffffff,87,0
844b683ffffffff,38,0
842e6abffffffff,118,0
842e685ffffffff,21,0
842e6a9ffffffff,99,0
842e6e3ffffffff,52,0
842e6e7ffffffff,19,0
842e0d1ffffffff,38,0
8430ca3ffffffff,28,0
8430ca7ffffffff,142,0
844b645ffffffff,46,0
844b553ffffffff,36,0
844b42dffffffff,37,0
844b429ffffffff,118,0
844b42bffffffff,13,0
844b405ffffffff,114,0
844b40bffffffff,44,0
844b401ffffffff,70,0
844b463ffffffff,28,0
844b467ffffffff,83,0
842f587ffffffff,288,4
842e0e7ffffffff,127,0
842e0e1ffffffff,32,0
842e0ebffffffff,40,0
842e0c1ffffffff,1,0
842e0adffffffff,80,26
842e29bffffffff,147,0
842e669ffffffff,151,0
842e66bffffffff,107,0
842e647ffffffff,105,0
842e609ffffffff,183,0
842e655ffffffff,136,0
842e635ffffffff,14,0
842e711ffffffff,14,0
844b699ffffffff,123,0
844b69bffffffff,31,0
842e659ffffffff,164,0
842f4b3ffffffff,54,0
842f4b7ffffffff,82,0
844b6c5ffffffff,23,0
844b613ffffffff,38,0
844b617ffffffff,125,0
844b63bffffffff,39,0
844b639ffffffff,132,0
842f4b5ffffffff,81,0
842e649ffffffff,58,0
842f4a7ffffffff,79,0
842e661ffffffff,58,0
842e667ffffffff,111,0
842e663ffffffff,173,0
842e601ffffffff,100,0
842e603ffffffff,92,0
842e615ffffffff,95,0
842e619ffffffff,56,0
842e657ffffffff,93,0
842e60bffffffff,5,0
842e6c7ffffffff,92,0
842e689ffffffff,217,18
842e629ffffffff,23,0
842e6dbffffffff,13,0
842e6d9ffffffff,64,0
842e6ddffffffff,76,0
842e6cbffffffff,118,0
842e6e9ffffffff,122,0
842e68bffffffff,58,0
842e085ffffffff,40,0
842e199ffffffff,90,40
842f5a3ffffffff,144,0
842f5b5ffffffff,140,0
842e76dffffffff,25,0
842e2bbffffffff,90,0
842e2b3ffffffff,25,8
842e2b1ffffffff,146,0
844b603ffffffff,42,0
844b607ffffffff,87,0
844b62bffffffff,143,0
844b623ffffffff,38,0
844b621ffffffff,77,0
844b627ffffffff,92,0
844b71bffffffff,54,0
842e62dffffffff,53,0
842e753ffffffff,47,0
842e617ffffffff,149,16
842e613ffffffff,118,0
842e6c5ffffffff,74,0
848ca2bffffffff,7,0
848ca21ffffffff,41,0
842e60dffffffff,82,0
842e645ffffffff,118,0
842f5b9ffffffff,237,0
842e61bffffffff,148,0
842e6cdffffffff,293,0
842e6c1ffffffff,42,0
844a265ffffffff,199,0
844a26dffffffff,46,0
849c887ffffffff,16,0
849c8bdffffffff,44,0
849c8b5ffffffff,42,0
849d185ffffffff,7,0
849d1a7ffffffff,23,0
849c34dffffffff,9,0
8426dd1ffffffff,50,0
849451bffffffff,42,0
84945cdffffffff,66,0
84945c1ffffffff,110,0
8494e99ffffffff,60,0
8494e91ffffffff,61,0
8494503ffffffff,22,0
849450bffffffff,82,0
849451dffffffff,89,0
84945d7ffffffff,81,0
84945d5ffffffff,29,0
84945d1ffffffff,22,0
84945d3ffffffff,81,0
84128a3ffffffff,25,0
8428db7ffffffff,8,0
84bb097ffffffff,246,0
84bb56dffffffff,482,0
84bb569ffffffff,107,0
84bb561ffffffff,113,0
84bb56bffffffff,207,0
84bb50dffffffff,1127,0
84bb547ffffffff,63,0
84bb545ffffffff,240,0
84bb723ffffffff,58,0
84bb727ffffffff,79,0
84bb549ffffffff,36,0
84bb54dffffffff,36,0
84bb705ffffffff,52,0
84bb70dffffffff,111,0
84bb76bffffffff,82,0
84bb747ffffffff,98,0
84bb501ffffffff,495,0
84be0e9ffffffff,88,0
84be0ebffffffff,299,0
84be0e3ffffffff,356,0
84be063ffffffff,36,0
84be061ffffffff,35,2
84be06dffffffff,13,0
84bb0d3ffffffff,45,0
84bb0d1ffffffff,101,0
84bb0d9ffffffff,414,0
84be21bffffffff,38,0
84be211ffffffff,8,7
84be219ffffffff,0,13
84be21dffffffff,47,0
84bf5b1ffffffff,37,0
84bf5b3ffffffff,81,0
84be665ffffffff,77,0
84bb509ffffffff,45,0
84be12dffffffff,19,0
84be121ffffffff,20,0
84be125ffffffff,22,0
84be127ffffffff,83,0
84beacdffffffff,12,0
84bb0b3ffffffff,28,0
84be621ffffffff,2,0
84be623ffffffff,41,0
84be44bffffffff,180,0
84be637ffffffff,162,0
84be45dffffffff,30,0
84da959ffffffff,78,0
84dab37ffffffff,62,0
84da94bffffffff,359,49
84be0c5ffffffff,19,0
84bb091ffffffff,18,0
84bb0bbffffffff,89,0
84bb295ffffffff,241,0
84be667ffffffff,24,0
84be75bffffffff,10,0
84be759ffffffff,8,0
84bf5b7ffffffff,5,0
84be63dffffffff,720,0
84be62bffffffff,33,0
84be605ffffffff,146,0
84be663ffffffff,38,0
84bb441ffffffff,5,1
84bb443ffffffff,0,23
84bb44bffffffff,0,8
84da965ffffffff,81,0
84bb74dffffffff,42,0
84bb291ffffffff,188,0
84bb297ffffffff,137,0
84bb769ffffffff,34,0
84bb721ffffffff,54,0
84bb72bffffffff,7,0
84da95dffffffff,121,81
84da943ffffffff,35,0
84da941ffffffff,97,0
84da945ffffffff,99,0
84bb543ffffffff,45,0
84bb54bffffffff,43,0
84bb735ffffffff,10,0
84bb741ffffffff,118,0
84bb749ffffffff,372,2
84da839ffffffff,207,0
84da83bffffffff,55,0
84da817ffffffff,71,12
84daaa5ffffffff,225,0
84da819ffffffff,47,0
84bb299ffffffff,17,0
84bb095ffffffff,28,0
84bb09dffffffff,207,0
84bb0d7ffffffff,91,0
84da969ffffffff,43,0
84bb2b1ffffffff,57,0
84bb2b7ffffffff,63,0
84bb0ddffffffff,296,0
84bb745ffffffff,12,0
842a149ffffffff,155,0
842a145ffffffff,191,0
844b6a5ffffffff,12,9
844b6a7ffffffff,17,3
844b6a3ffffffff,46,5
844b6bdffffffff,71,0
84695d1ffffffff,114,0
84695d7ffffffff,72,0
8468441ffffffff,86,0
8468447ffffffff,59,0
8468445ffffffff,29,0
846846bffffffff,17,0
8469435ffffffff,48,0
8469437ffffffff,4,0
8469431ffffffff,70,0
8469433ffffffff,92,16
846943bffffffff,63,0
8468449ffffffff,37,0
8468627ffffffff,45,0
8468623ffffffff,80,0
8468621ffffffff,14,0
8468629ffffffff,38,0
844b90bffffffff,26,0
844b957ffffffff,60,0
844b611ffffffff,31,0
844b615ffffffff,103,0
844b63dffffffff,102,0
844b54dffffffff,30,0
844b093ffffffff,29,0
844b569ffffffff,5,0
844b193ffffffff,21,0
844b197ffffffff,37,0
844b1bbffffffff,71,0
844b1b1ffffffff,111,0
842f5bbffffffff,115,0
842e66dffffffff,85,0
842f599ffffffff,73,0
842f5d7ffffffff,28,0
842f58bffffffff,68,38
842f589ffffffff,131,0
842f58dffffffff,118,0
842e65dffffffff,30,0
842e651ffffffff,57,0
842e65bffffffff,136,0
844b55bffffffff,67,0
844b551ffffffff,40,0
844b55dffffffff,8,0
844b555ffffffff,18,0
844b543ffffffff,23,0
844b61dffffffff,4,0
844b629ffffffff,17,0
844b717ffffffff,78,0
844b713ffffffff,107,0
842e6d1ffffffff,43,0
844ba0bffffffff,260,9
844ba13ffffffff,3,0
844ba1bffffffff,91,0
844ba11ffffffff,127,0
844ba19ffffffff,232,0
844ba1dffffffff,77,0
844ba57ffffffff,196,8
8427237ffffffff,39,0
8427059ffffffff,24,0
84272e5ffffffff,36,0
84272e7ffffffff,22,0
84beabbffffffff,421,4
8466e09ffffffff,55,13
8466e47ffffffff,74,64
8466e6bffffffff,58,36
8466f53ffffffff,24,0
8466f5bffffffff,39,0
8466e67ffffffff,61,0
846605dffffffff,2,0
846604bffffffff,28,0
8466235ffffffff,35,0
8466197ffffffff,36,0
8466195ffffffff,40,0
8466183ffffffff,24,0
84678e9ffffffff,14,0
8467817ffffffff,20,0
846783bffffffff,47,0
8466021ffffffff,65,0
8466027ffffffff,72,0
84661c9ffffffff,132,0
84661c1ffffffff,77,0
84661c7ffffffff,21,0
84661cbffffffff,52,0
84661c3ffffffff,151,0
84661d5ffffffff,47,0
84661d7ffffffff,32,0
841e807ffffffff,81,0
841e805ffffffff,40,0
84a8aa9ffffffff,37,0
84a8aa1ffffffff,38,0
84a8aa7ffffffff,25,61
84a881bffffffff,0,21
84c2de9ffffffff,30,0
84c2d13ffffffff,34,0
84c2c27ffffffff,15,0
84c2c23ffffffff,5,0
84c2c6bffffffff,34,0
84c2c63ffffffff,22,0
84c2c67ffffffff,31,0
84c2c2dffffffff,28,0
84c2d53ffffffff,48,0
84a8311ffffffff,60,0
84a8319ffffffff,102,0
84a8353ffffffff,49,0
84a822dffffffff,21,0
84a835bffffffff,6,0
84a8267ffffffff,13,0
8466247ffffffff,19,13
8466241ffffffff,14,31
84b3335ffffffff,11,1
84b3149ffffffff,3,0
84b3323ffffffff,42,0
84b3327ffffffff,1,0
84b3321ffffffff,32,0
84b3325ffffffff,14,0
84c34b1ffffffff,6,0
84c34b7ffffffff,59,0
84c2ed3ffffffff,47,0
84c2ed7ffffffff,63,0
84c2ed5ffffffff,38,0
84c2e89ffffffff,47,0
84b2433ffffffff,45,14
84b2437ffffffff,51,0
84b2431ffffffff,21,0
84c2ee5ffffffff,16,0
84c2ee1ffffffff,23,0
84c2ee7ffffffff,7,0
84c2ee3ffffffff,32,0
84c2e85ffffffff,35,0
84c2e87ffffffff,8,0
84c3589ffffffff,35,55
84c35c7ffffffff,49,16
84c35c1ffffffff,20,28
84c35cdffffffff,21,16
84c2e17ffffffff,53,0
84c2e15ffffffff,140,0
84c2e57ffffffff,20,0
84c2e1dffffffff,46,0
84c30d7ffffffff,45,0
84c3099ffffffff,21,0
84c3091ffffffff,43,0
84c3093ffffffff,2,0
84c2e99ffffffff,42,0
84c2e91ffffffff,55,0
84945cbffffffff,39,0
8426963ffffffff,397,0
8428855ffffffff,145,0
84289abffffffff,215,0
84289a1ffffffff,162,0
8428f15ffffffff,215,0
8428f03ffffffff,415,12
8428f0bffffffff,758,0
8428f55ffffffff,198,0
8428d59ffffffff,488,0
8428f31ffffffff,50,0
8428f39ffffffff,176,0
8428189ffffffff,62,0
84281d5ffffffff,115,0
84281c3ffffffff,151,0
84281cbffffffff,99,0
8428035ffffffff,44,0
8412865ffffffff,25,0
8412867ffffffff,33,0
841282dffffffff,32,0
8412821ffffffff,31,0
8428311ffffffff,22,0
842813bffffffff,44,0
84281edffffffff,23,0
84281e5ffffffff,124,0
8428adbffffffff,143,0
8429a51ffffffff,345,48
8428361ffffffff,575,101
8428367ffffffff,293,0
8428329ffffffff,1078,81
8428321ffffffff,544,0
8429a99ffffffff,393,0
8429a9bffffffff,376,50
842834dffffffff,812,0
84281a3ffffffff,96,0
84281a7ffffffff,24,0
8428f4dffffffff,70,0
8428f45ffffffff,88,0
8428f47ffffffff,152,0
8429a13ffffffff,521,115
8429ac5ffffffff,561,0
8429aebffffffff,540,14
8429ac7ffffffff,341,68
8429a8dffffffff,387,0
842832bffffffff,687,74
8428323ffffffff,419,4
842818bffffffff,36,0
8428183ffffffff,203,0
8428133ffffffff,87,0
